area_fips,locality_name,industry_code,industry_title,annual_avg_emplvl,locality_published_employment,local_industry_share,state_industry_share,location_quotient,is_specialized,ranking_eligible_specialization
51005,Alleghany County,81,Other Services,119.0,1765.0,0.06742209631728045,0.04436895963131947,1.519578031072157,True,True
51007,Amelia County,23,Construction,444.0,1207.0,0.36785418392709196,0.06470425061563047,5.68516257320242,True,True
51007,Amelia County,31-33,Manufacturing,212.0,1207.0,0.1756420878210439,0.0672927065446581,2.6101207224364034,True,True
51007,Amelia County,42,Wholesale Trade,117.0,1207.0,0.09693454846727423,0.02169027363433848,4.469032991534714,True,True
51007,Amelia County,44-45,Retail Trade,211.0,1207.0,0.1748135874067937,0.1306402726983419,1.3381293822805411,True,True
51007,Amelia County,52,Finance and Insurance,32.0,1207.0,0.026512013256006627,0.03703244844786244,0.715913053746165,False,False
51007,Amelia County,54,"Professional, Scientific, and Technical Services",101.0,1207.0,0.08367854183927093,0.1370489560234782,0.6105740916766688,False,False
51007,Amelia County,81,Other Services,90.0,1207.0,0.07456503728251865,0.04436895963131947,1.6805676288583553,True,False
51009,Amherst County,31-33,Manufacturing,1386.0,3931.0,0.35258204019333506,0.0672927065446581,5.239528298053336,True,True
51009,Amherst County,42,Wholesale Trade,132.0,3931.0,0.03357924192317476,0.02169027363433848,1.54812440309718,True,True
51009,Amherst County,44-45,Retail Trade,1074.0,3931.0,0.2732129229203765,0.1306402726983419,2.0913376654628197,True,True
51009,Amherst County,48-49,Transportation and Warehousing,127.0,3931.0,0.03230730094123633,0.05047574152199847,0.6400559945643607,False,False
51009,Amherst County,52,Finance and Insurance,109.0,3931.0,0.02772831340625795,0.03703244844786244,0.7487572269302237,False,False
51009,Amherst County,53,Real Estate and Rental and Leasing,20.0,3931.0,0.005087763927753753,0.01976416290424415,0.2574236992683969,False,False
51009,Amherst County,54,"Professional, Scientific, and Technical Services",188.0,3931.0,0.047824980920885274,0.1370489560234782,0.3489627524976714,False,False
51009,Amherst County,71,"Arts, Entertainment, and Recreation",80.0,3931.0,0.02035105571101501,0.022075563852834112,0.9218815812218674,False,False
51009,Amherst County,72,Accommodation and Food Services,641.0,3931.0,0.16306283388450776,0.11121647217792784,1.4661752049070067,True,True
51009,Amherst County,81,Other Services,174.0,3931.0,0.04426354617145765,0.04436895963131947,0.9976241620101588,False,False
51011,Appomattox County,23,Construction,421.0,1918.0,0.21949947862356622,0.06470425061563047,3.3923502171052453,True,True
51011,Appomattox County,31-33,Manufacturing,98.0,1918.0,0.051094890510948905,0.0672927065446581,0.7592931408850425,False,False
51011,Appomattox County,42,Wholesale Trade,50.0,1918.0,0.026068821689259645,0.02169027363433848,1.2018668887601935,False,False
51011,Appomattox County,44-45,Retail Trade,669.0,1918.0,0.3488008342022941,0.1306402726983419,2.6699334515911572,True,True
51011,Appomattox County,52,Finance and Insurance,52.0,1918.0,0.027111574556830033,0.03703244844786244,0.7321032146983235,False,False
51011,Appomattox County,56,Administrative and Support and Waste Management,53.0,1918.0,0.027632950990615225,0.06910888022477532,0.3998466029364038,False,False
51011,Appomattox County,71,"Arts, Entertainment, and Recreation",70.0,1918.0,0.0364963503649635,0.022075563852834112,1.6532465765434126,True,False
51011,Appomattox County,72,Accommodation and Food Services,335.0,1918.0,0.17466110531803963,0.11121647217792784,1.5704607590736286,True,True
51011,Appomattox County,81,Other Services,170.0,1918.0,0.0886339937434828,0.04436895963131947,1.997657697633217,True,True
51013,Arlington County,22,Utilities,412.0,135689.0,0.003036355194599415,0.002142581206210252,1.4171482442759074,True,True
51013,Arlington County,23,Construction,2199.0,135689.0,0.016206177361466293,0.06470425061563047,0.25046542085368656,False,False
51013,Arlington County,42,Wholesale Trade,1361.0,135689.0,0.010030289854004377,0.02169027363433848,0.46243261026108695,False,False
51013,Arlington County,44-45,Retail Trade,7419.0,135689.0,0.05467650288527441,0.1306402726983419,0.41852716437240234,False,False
51013,Arlington County,48-49,Transportation and Warehousing,11007.0,135689.0,0.08111932433727126,0.05047574152199847,1.6070952479602032,True,True
51013,Arlington County,52,Finance and Insurance,3149.0,135689.0,0.023207481815032908,0.03703244844786244,0.6266796495431961,False,False
51013,Arlington County,53,Real Estate and Rental and Leasing,4112.0,135689.0,0.030304593592700955,0.01976416290424415,1.5333102514649561,True,True
51013,Arlington County,54,"Professional, Scientific, and Technical Services",48108.0,135689.0,0.35454605752861323,0.1370489560234782,2.5870029791972664,True,True
51013,Arlington County,55,Management of Companies and Enterprises,7881.0,135689.0,0.05808134778795628,0.02744546118252103,2.1162460124716755,True,True
51013,Arlington County,56,Administrative and Support and Waste Management,6975.0,135689.0,0.05140431427750223,0.06910888022477532,0.7438163389467558,False,False
51013,Arlington County,61,Educational Services,3595.0,135689.0,0.02649441001112839,0.020240329879222408,1.3089910178947266,True,True
51013,Arlington County,62,Health Care and Social Assistance,11159.0,135689.0,0.08223953304984191,0.15625628606777636,0.526311837554941,False,False
51013,Arlington County,71,"Arts, Entertainment, and Recreation",2942.0,135689.0,0.02168193442357155,0.022075563852834112,0.9821689977258711,False,False
51013,Arlington County,72,Accommodation and Food Services,14802.0,135689.0,0.10908769318072946,0.11121647217792784,0.9808591393387062,False,False
51013,Arlington County,81,Other Services,10568.0,135689.0,0.07788398470030732,0.04436895963131947,1.7553709924117769,True,True
51015,Augusta County,23,Construction,2141.0,25050.0,0.0854690618762475,0.06470425061563047,1.320918812335351,True,True
51015,Augusta County,31-33,Manufacturing,6744.0,25050.0,0.26922155688622756,0.0672927065446581,4.000753881218338,True,True
51015,Augusta County,44-45,Retail Trade,2115.0,25050.0,0.0844311377245509,0.1306402726983419,0.6462872128222562,False,False
51015,Augusta County,48-49,Transportation and Warehousing,4326.0,25050.0,0.17269461077844311,0.05047574152199847,3.421338757414369,True,True
51015,Augusta County,51,Information,57.0,25050.0,0.0022754491017964074,0.014621627646955715,0.1556221480082736,False,False
51015,Augusta County,52,Finance and Insurance,330.0,25050.0,0.013173652694610778,0.03703244844786244,0.3557326951567303,False,False
51015,Augusta County,53,Real Estate and Rental and Leasing,213.0,25050.0,0.008502994011976048,0.01976416290424415,0.43022282568568176,False,False
51015,Augusta County,54,"Professional, Scientific, and Technical Services",467.0,25050.0,0.018642714570858282,0.1370489560234782,0.1360295992890639,False,False
51015,Augusta County,55,Management of Companies and Enterprises,70.0,25050.0,0.0027944111776447107,0.02744546118252103,0.10181687817380765,False,False
51015,Augusta County,56,Administrative and Support and Waste Management,1300.0,25050.0,0.05189620758483034,0.06910888022477532,0.7509339959790827,False,False
51015,Augusta County,61,Educational Services,542.0,25050.0,0.02163672654690619,0.020240329879222408,1.0689908057831232,False,False
51015,Augusta County,62,Health Care and Social Assistance,4673.0,25050.0,0.18654690618762476,0.15625628606777636,1.1938521699326055,False,False
51015,Augusta County,71,"Arts, Entertainment, and Recreation",74.0,25050.0,0.0029540918163672653,0.022075563852834112,0.13381727579239214,False,False
51015,Augusta County,72,Accommodation and Food Services,1542.0,25050.0,0.06155688622754491,0.11121647217792784,0.553487132095542,False,False
51015,Augusta County,81,Other Services,398.0,25050.0,0.015888223552894213,0.04436895963131947,0.358093218432801,False,False
51015,Augusta County,99,Unclassified,58.0,25050.0,0.002315369261477046,0.002188870490411141,1.0577918024935977,False,False
51017,Bath County,44-45,Retail Trade,53.0,216.0,0.24537037037037038,0.1306402726983419,1.8782138562811237,True,False
51017,Bath County,54,"Professional, Scientific, and Technical Services",125.0,216.0,0.5787037037037037,0.1370489560234782,4.222605705982646,True,True
51017,Bath County,81,Other Services,38.0,216.0,0.17592592592592593,0.04436895963131947,3.9650676370996565,True,False
51019,Bedford County,23,Construction,1330.0,15292.0,0.08697358095736332,0.06470425061563047,1.3441710572311814,True,True
51019,Bedford County,31-33,Manufacturing,1858.0,15292.0,0.12150143866073763,0.0672927065446581,1.8055662329483577,True,True
51019,Bedford County,42,Wholesale Trade,707.0,15292.0,0.04623332461417735,0.02169027363433848,2.131523345145083,True,True
51019,Bedford County,44-45,Retail Trade,2536.0,15292.0,0.16583834684802512,0.1306402726983419,1.2694274393544644,True,True
51019,Bedford County,51,Information,69.0,15292.0,0.0045121632226000526,0.014621627646955715,0.30859513944328243,False,False
51019,Bedford County,52,Finance and Insurance,445.0,15292.0,0.0291001831022757,0.03703244844786244,0.7858022983072673,False,False
51019,Bedford County,53,Real Estate and Rental and Leasing,436.0,15292.0,0.02851164007324091,0.01976416290424415,1.442592849056022,True,True
51019,Bedford County,54,"Professional, Scientific, and Technical Services",1067.0,15292.0,0.06977504577556892,0.1370489560234782,0.5091249711060593,False,False
51019,Bedford County,55,Management of Companies and Enterprises,240.0,15292.0,0.01569448077426105,0.02744546118252103,0.5718424868100329,False,False
51019,Bedford County,56,Administrative and Support and Waste Management,939.0,15292.0,0.061404656029296366,0.06910888022477532,0.8885204886778499,False,False
51019,Bedford County,61,Educational Services,211.0,15292.0,0.013798064347371174,0.020240329879222408,0.6817114360144642,False,False
51019,Bedford County,62,Health Care and Social Assistance,2446.0,15292.0,0.1599529165576772,0.15625628606777636,1.0236574833750844,False,False
51019,Bedford County,71,"Arts, Entertainment, and Recreation",390.0,15292.0,0.025503531258174207,0.022075563852834112,1.1552833453402371,False,False
51019,Bedford County,72,Accommodation and Food Services,1566.0,15292.0,0.10240648705205337,0.11121647217792784,0.9207852492229751,False,False
51019,Bedford County,81,Other Services,958.0,15292.0,0.06264713575725869,0.04436895963131947,1.4119586367996986,True,True
51019,Bedford County,99,Unclassified,94.0,15292.0,0.006147004969918912,0.002188870490411141,2.8082999870697263,True,False
51021,Bland County,31-33,Manufacturing,722.0,1021.0,0.7071498530852106,0.0672927065446581,10.508566074926975,True,True
51021,Bland County,44-45,Retail Trade,120.0,1021.0,0.11753183153770813,0.1306402726983419,0.8996600291021886,False,False
51021,Bland County,54,"Professional, Scientific, and Technical Services",63.0,1021.0,0.061704211557296766,0.1370489560234782,0.45023481643104285,False,False
51021,Bland County,56,Administrative and Support and Waste Management,84.0,1021.0,0.08227228207639568,0.06910888022477532,1.190473377788884,False,False
51021,Bland County,81,Other Services,32.0,1021.0,0.031341821743388835,0.04436895963131947,0.7063907291002842,False,False
51023,Botetourt County,22,Utilities,13.0,9346.0,0.0013909693986732291,0.002142581206210252,0.6492026508220631,False,False
51023,Botetourt County,23,Construction,712.0,9346.0,0.07618232398887224,0.06470425061563047,1.1773928801281726,False,False
51023,Botetourt County,31-33,Manufacturing,2288.0,9346.0,0.24481061416648833,0.0672927065446581,3.6379962515554687,True,True
51023,Botetourt County,42,Wholesale Trade,1758.0,9346.0,0.1881018617590413,0.02169027363433848,8.672175599539324,True,True
51023,Botetourt County,44-45,Retail Trade,781.0,9346.0,0.08356516156644554,0.1306402726983419,0.6396585053018352,False,False
51023,Botetourt County,48-49,Transportation and Warehousing,920.0,9346.0,0.09843783436764392,0.05047574152199847,1.9502008568758218,True,True
51023,Botetourt County,51,Information,26.0,9346.0,0.0027819387973464582,0.014621627646955715,0.19026190958471506,False,False
51023,Botetourt County,52,Finance and Insurance,194.0,9346.0,0.02075754333404665,0.03703244844786244,0.5605231142972078,False,False
51023,Botetourt County,53,Real Estate and Rental and Leasing,105.0,9346.0,0.01123475283543762,0.01976416290424415,0.5684406109112303,False,False
51023,Botetourt County,54,"Professional, Scientific, and Technical Services",289.0,9346.0,0.030922319708966403,0.1370489560234782,0.2256297355790804,False,False
51023,Botetourt County,55,Management of Companies and Enterprises,153.0,9346.0,0.01637063984592339,0.02744546118252103,0.5964789491804651,False,False
51023,Botetourt County,56,Administrative and Support and Waste Management,901.0,9346.0,0.09640487909265996,0.06910888022477532,1.3949709325213333,True,True
51023,Botetourt County,71,"Arts, Entertainment, and Recreation",25.0,9346.0,0.0026749411512946714,0.022075563852834112,0.12117204204282447,False,False
51023,Botetourt County,72,Accommodation and Food Services,913.0,9346.0,0.09768885084528141,0.11121647217792784,0.8783667466901441,False,False
51023,Botetourt County,81,Other Services,216.0,9346.0,0.02311149154718596,0.04436895963131947,0.5208932492271435,False,False
51023,Botetourt County,99,Unclassified,52.0,9346.0,0.0055638775946929165,0.002188870490411141,2.541894378432522,True,False
51025,Brunswick County,23,Construction,196.0,1214.0,0.1614497528830313,0.06470425061563047,2.495195467792501,True,True
51025,Brunswick County,31-33,Manufacturing,261.0,1214.0,0.21499176276771004,0.0672927065446581,3.1948746574048554,True,True
51025,Brunswick County,44-45,Retail Trade,245.0,1214.0,0.20181219110378912,0.1306402726983419,1.54479309431471,True,True
51025,Brunswick County,48-49,Transportation and Warehousing,166.0,1214.0,0.13673805601317957,0.05047574152199847,2.7089855817885513,True,True
51025,Brunswick County,52,Finance and Insurance,107.0,1214.0,0.08813838550247118,0.03703244844786244,2.3800312751818233,True,True
51025,Brunswick County,53,Real Estate and Rental and Leasing,9.0,1214.0,0.007413509060955519,0.01976416290424415,0.375098560807933,False,False
51025,Brunswick County,56,Administrative and Support and Waste Management,230.0,1214.0,0.18945634266886327,0.06910888022477532,2.7414182092469175,True,True
51027,Buchanan County,23,Construction,106.0,2419.0,0.043819760231500623,0.06470425061563047,0.6772315545667594,False,False
51027,Buchanan County,31-33,Manufacturing,249.0,2419.0,0.10293509714758164,0.0672927065446581,1.529662015886816,True,True
51027,Buchanan County,42,Wholesale Trade,187.0,2419.0,0.07730467135179826,0.02169027363433848,3.564024717024089,True,True
51027,Buchanan County,44-45,Retail Trade,600.0,2419.0,0.24803637866887143,0.1306402726983419,1.898621103169356,True,True
51027,Buchanan County,51,Information,17.0,2419.0,0.007027697395618024,0.014621627646955715,0.4806371469240102,False,False
51027,Buchanan County,52,Finance and Insurance,93.0,2419.0,0.03844563869367507,0.03703244844786244,1.038160864459239,False,False
51027,Buchanan County,53,Real Estate and Rental and Leasing,28.0,2419.0,0.011575031004547334,0.01976416290424415,0.5856575388812301,False,False
51027,Buchanan County,54,"Professional, Scientific, and Technical Services",170.0,2419.0,0.07027697395618024,0.1370489560234782,0.5127873717194965,False,False
51027,Buchanan County,61,Educational Services,166.0,2419.0,0.06862339809838776,0.020240329879222408,3.390428837270716,True,True
51027,Buchanan County,62,Health Care and Social Assistance,678.0,2419.0,0.2802811078958247,0.15625628606777636,1.7937269274034353,True,True
51027,Buchanan County,81,Other Services,120.0,2419.0,0.049607275733774284,0.04436895963131947,1.1180626308568469,False,False
51027,Buchanan County,99,Unclassified,5.0,2419.0,0.002066969822240595,0.002188870490411141,0.9443088713084853,False,False
51029,Buckingham County,23,Construction,184.0,1551.0,0.11863313990973566,0.06470425061563047,1.8334674890907043,True,True
51029,Buckingham County,31-33,Manufacturing,125.0,1551.0,0.08059316569954868,0.0672927065446581,1.1976508278213458,False,False
51029,Buckingham County,44-45,Retail Trade,250.0,1551.0,0.16118633139909735,0.1306402726983419,1.233818087407767,False,False
51029,Buckingham County,48-49,Transportation and Warehousing,97.0,1551.0,0.06254029658284978,0.05047574152199847,1.2390168959794934,False,False
51029,Buckingham County,52,Finance and Insurance,47.0,1551.0,0.030303030303030304,0.03703244844786244,0.8182831968481262,False,False
51029,Buckingham County,54,"Professional, Scientific, and Technical Services",78.0,1551.0,0.05029013539651837,0.1370489560234782,0.36695015311100254,False,False
51029,Buckingham County,55,Management of Companies and Enterprises,31.0,1551.0,0.019987105093488073,0.02744546118252103,0.7282481048712383,False,False
51029,Buckingham County,56,Administrative and Support and Waste Management,46.0,1551.0,0.029658284977433915,0.06910888022477532,0.4291530246325929,False,False
51029,Buckingham County,61,Educational Services,53.0,1551.0,0.03417150225660864,0.020240329879222408,1.688287812526573,True,False
51029,Buckingham County,62,Health Care and Social Assistance,463.0,1551.0,0.2985170857511283,0.15625628606777636,1.9104324905152688,True,True
51029,Buckingham County,72,Accommodation and Food Services,96.0,1551.0,0.061895551257253385,0.11121647217792784,0.5565322298501864,False,False
51029,Buckingham County,81,Other Services,81.0,1551.0,0.05222437137330754,0.04436895963131947,1.1770474630746817,False,False
51031,Campbell County,22,Utilities,88.0,14438.0,0.006095027012051531,0.002142581206210252,2.8447122537923653,True,False
51031,Campbell County,23,Construction,1971.0,14438.0,0.136514752735836,0.06470425061563047,2.10982665647098,True,True
51031,Campbell County,31-33,Manufacturing,4662.0,14438.0,0.32289790829754816,0.0672927065446581,4.798408696539205,True,True
51031,Campbell County,42,Wholesale Trade,853.0,14438.0,0.05908020501454495,0.02169027363433848,2.7238109583372623,True,True
51031,Campbell County,44-45,Retail Trade,2309.0,14438.0,0.1599251973957612,0.1306402726983419,1.2241646017154324,False,False
51031,Campbell County,48-49,Transportation and Warehousing,445.0,14438.0,0.030821443413215126,0.05047574152199847,0.6106189326566395,False,False
51031,Campbell County,51,Information,161.0,14438.0,0.011151128965230642,0.014621627646955715,0.7626462138469484,False,False
51031,Campbell County,52,Finance and Insurance,419.0,14438.0,0.029020639977836264,0.03703244844786244,0.7836543678361989,False,False
51031,Campbell County,53,Real Estate and Rental and Leasing,162.0,14438.0,0.011220390635822136,0.01976416290424415,0.567713932038714,False,False
51031,Campbell County,54,"Professional, Scientific, and Technical Services",578.0,14438.0,0.04003324560188392,0.1370489560234782,0.29210908833939403,False,False
51031,Campbell County,55,Management of Companies and Enterprises,96.0,14438.0,0.006649120376783488,0.02744546118252103,0.2422666659730994,False,False
51031,Campbell County,56,Administrative and Support and Waste Management,736.0,14438.0,0.050976589555340075,0.06910888022477532,0.737627196237874,False,False
51031,Campbell County,71,"Arts, Entertainment, and Recreation",180.0,14438.0,0.01246710070646904,0.022075563852834112,0.5647466488095381,False,False
51031,Campbell County,72,Accommodation and Food Services,1326.0,14438.0,0.09184097520432193,0.11121647217792784,0.8257857258535557,False,False
51031,Campbell County,81,Other Services,360.0,14438.0,0.02493420141293808,0.04436895963131947,0.561973993082708,False,False
51031,Campbell County,99,Unclassified,92.0,14438.0,0.006372073694417509,0.002188870490411141,2.9111241264989722,True,False
51033,Caroline County,22,Utilities,128.0,2757.0,0.04642727602466449,0.002142581206210252,21.668852452404348,True,True
51033,Caroline County,23,Construction,363.0,2757.0,0.13166485310119697,0.06470425061563047,2.034871771923296,True,True
51033,Caroline County,42,Wholesale Trade,358.0,2757.0,0.1298512876314835,0.02169027363433848,5.9866136232561065,True,True
51033,Caroline County,44-45,Retail Trade,663.0,2757.0,0.24047878128400435,0.1306402726983419,1.840770662193026,True,True
51033,Caroline County,48-49,Transportation and Warehousing,262.0,2757.0,0.09503083061298513,0.05047574152199847,1.8827030123285766,True,True
51033,Caroline County,52,Finance and Insurance,66.0,2757.0,0.023939064200217627,0.03703244844786244,0.6464348214491181,False,False
51033,Caroline County,71,"Arts, Entertainment, and Recreation",69.0,2757.0,0.025027203482045703,0.022075563852834112,1.1337061942738398,False,False
51033,Caroline County,72,Accommodation and Food Services,459.0,2757.0,0.16648531011969533,0.11121647217792784,1.4969483104386423,True,True
51033,Caroline County,81,Other Services,310.0,2757.0,0.11244105912223432,0.04436895963131947,2.5342279840806463,True,True
51033,Caroline County,99,Unclassified,79.0,2757.0,0.028654334421472614,0.002188870490411141,13.090922714249029,True,False
51035,Carroll County,23,Construction,210.0,2353.0,0.08924776880577985,0.06470425061563047,1.3793184830460035,True,True
51035,Carroll County,31-33,Manufacturing,643.0,2353.0,0.2732681682957926,0.0672927065446581,4.060888353694631,True,True
51035,Carroll County,42,Wholesale Trade,249.0,2353.0,0.10582235444113897,0.02169027363433848,4.878792966152747,True,True
51035,Carroll County,44-45,Retail Trade,767.0,2353.0,0.3259668508287293,0.1306402726983419,2.4951482731623726,True,True
51035,Carroll County,51,Information,6.0,2353.0,0.0025499362515937103,0.014621627646955715,0.17439482889065486,False,False
51035,Carroll County,52,Finance and Insurance,65.0,2353.0,0.027624309392265192,0.03703244844786244,0.7459487706074078,False,False
51035,Carroll County,53,Real Estate and Rental and Leasing,15.0,2353.0,0.006374840628984276,0.01976416290424415,0.32254544044541067,False,False
51035,Carroll County,54,"Professional, Scientific, and Technical Services",192.0,2353.0,0.08159796005099873,0.1370489560234782,0.595392788231236,False,False
51035,Carroll County,81,Other Services,168.0,2353.0,0.07139821504462389,0.04436895963131947,1.6091929050827873,True,True
51035,Carroll County,99,Unclassified,38.0,2353.0,0.016149596260093498,0.002188870490411141,7.378050154561716,True,False
51036,Charles City County,23,Construction,482.0,1329.0,0.36267870579382994,0.06470425061563047,5.605175894058163,True,True
51036,Charles City County,31-33,Manufacturing,132.0,1329.0,0.09932279909706546,0.0672927065446581,1.4759816360061386,True,True
51036,Charles City County,42,Wholesale Trade,78.0,1329.0,0.05869074492099323,0.02169027363433848,2.7058554405730626,True,False
51036,Charles City County,48-49,Transportation and Warehousing,496.0,1329.0,0.3732129420617005,0.05047574152199847,7.3939070691818545,True,True
51036,Charles City County,56,Administrative and Support and Waste Management,61.0,1329.0,0.04589917231000752,0.06910888022477532,0.6641573725506958,False,False
51036,Charles City County,71,"Arts, Entertainment, and Recreation",31.0,1329.0,0.023325808878856283,0.022075563852834112,1.0566347946696575,False,False
51036,Charles City County,72,Accommodation and Food Services,49.0,1329.0,0.03686982693754703,0.11121647217792784,0.3315140843396061,False,False
51037,Charlotte County,23,Construction,135.0,1307.0,0.10328997704667177,0.06470425061563047,1.5963399013807638,True,True
51037,Charlotte County,31-33,Manufacturing,457.0,1307.0,0.3496557000765111,0.0672927065446581,5.196041562757856,True,True
51037,Charlotte County,42,Wholesale Trade,90.0,1307.0,0.06885998469778118,0.02169027363433848,3.1746941444190453,True,False
51037,Charlotte County,44-45,Retail Trade,240.0,1307.0,0.18362662586074982,0.1306402726983419,1.4055897317725088,True,True
51037,Charlotte County,48-49,Transportation and Warehousing,176.0,1307.0,0.13465952563121653,0.05047574152199847,2.667806783433362,True,True
51037,Charlotte County,51,Information,10.0,1307.0,0.0076511094108645756,0.014621627646955715,0.5232734409330667,False,False
51037,Charlotte County,52,Finance and Insurance,48.0,1307.0,0.036725325172149964,0.03703244844786244,0.9917066440760764,False,False
51037,Charlotte County,53,Real Estate and Rental and Leasing,8.0,1307.0,0.00612088752869166,0.01976416290424415,0.3096962698772971,False,False
51037,Charlotte County,71,"Arts, Entertainment, and Recreation",29.0,1307.0,0.02218821729150727,0.022075563852834112,1.0051030831839294,False,False
51037,Charlotte County,72,Accommodation and Food Services,52.0,1307.0,0.03978576893649579,0.11121647217792784,0.3577327005377871,False,False
51037,Charlotte County,81,Other Services,37.0,1307.0,0.028309104820198928,0.04436895963131947,0.6380385083497856,False,False
51037,Charlotte County,99,Unclassified,25.0,1307.0,0.019127773527161437,0.002188870490411141,8.738650190111805,True,False
51041,Chesterfield County,11,"Agriculture, Forestry, Fishing and Hunting",223.0,124705.0,0.001788220199671224,0.0013468139528155627,1.3277410706451964,True,True
