area_fips,locality_name,economic_momentum_score_final,structural_strength_score_final,forward_development_score,regional_opportunity_score,opportunity_rank
51165,Rockingham County,-0.44312944574180746,0.2762460812489803,1.8938178490766227,0.39288881240957574,28
51775,Salem city,-0.033761648586609724,0.19626955568127813,1.3002326582816641,0.3802478496242195,29
51740,Portsmouth city,-0.5233103088596789,0.8723180333483151,1.0524011294612337,0.3590874704933471,30
51800,Suffolk city,1.9852578195813666,-0.8538495656469557,-0.6527373416237457,0.3320714444501758,31
51660,Harrisonburg city,-0.2926974973263524,0.3551977026221607,1.1940765242831604,0.3057593280580054,32
51047,Culpeper County,0.26594237000533405,0.8534017126891755,-0.6527373416237457,0.24188321203740862,33
51790,Staunton city,-0.15738319243090937,1.2224626490975947,-0.6527373416237457,0.20172431480585792,34
51019,Bedford County,-0.13048000628765224,1.1915648950635962,-0.6527373416237457,0.2016713753512613,35
51199,York County,0.407390221640911,0.379134667764447,-0.6527373416237457,0.1324688869679844,36
51095,James City County,-0.4005552094804443,-0.08911556416069666,1.2778762345308694,0.1280565273842958,37
51610,Falls Church city,-0.44712292825668315,1.3096711148653717,-0.6527373416237457,0.11635138349427035,38
51085,Hanover County,0.03573907703208811,0.7334361662316147,-0.6527373416237457,0.10781395358796395,39
51177,Spotsylvania County,0.34228257895278646,0.29321915408972543,-0.6527373416237457,0.07635540010658207,40
51161,Roanoke County,-0.8100676916174729,0.07660698082360701,1.3783977001041545,0.047384791667311854,41
51680,Lynchburg city,-1.1276517638937558,0.2662867797502037,1.5651915385849504,0.03343755200130655,42
51187,Warren County,-0.18264867444264946,0.7387884501883736,-0.6527373416237457,0.022332152382934484,43
51171,Shenandoah County,-1.076424929084722,0.17941223872280035,1.4984917870818641,0.006847258689557267,44
51073,Gloucester County,0.24491632266272556,0.12923531162401652,-0.6527373416237457,-0.01998544727244042,45
51083,Halifax County,-0.13176567927504335,0.3252265327781658,-0.6527373416237457,-0.10206132064359574,46
51683,Manassas city,0.4980147063421899,-0.4044936898953365,-0.6527373416237457,-0.10555124433242821,47
51117,Mecklenburg County,-0.3624217894946418,0.44668528779404326,-0.6527373416237457,-0.15181320047587804,48
51031,Campbell County,0.355491500731704,-0.47966817097387393,-0.6527373416237457,-0.18887159495411068,49
51089,Henry County,-0.7382946073631281,-1.0272431057603755,1.7419897658358148,-0.21935548850242897,50
51197,Wythe County,0.2559591354642584,-0.5311717154109118,-0.6527373416237457,-0.2467107816140522,51
51121,Montgomery County,-0.08603940727781437,-0.2526199226090603,-0.6527373416237457,-0.2860170712302333,52
51630,Fredericksburg city,0.3448608543524684,-1.039966416029067,-0.6527373416237457,-0.3892282392751225,53
51650,Hampton city,-0.9115203798268474,0.3931019627962311,-0.6527373416237457,-0.39020680035799454,54
51510,Alexandria city,-0.9853986608496558,0.2761282278029786,-0.6527373416237457,-0.4606989200147563,55
51690,Martinsville city,-1.228931707218083,0.519730454737822,-0.6527373416237457,-0.47285135913493204,56
51155,Pulaski County,-0.837449877257006,-1.2188207014111279,0.9299462938190729,-0.5290806229419289,57
51001,Accomack County,-0.06684936534875457,-1.028788671846983,-0.6527373416237457,-0.5500001166918823,58
51840,Winchester city,-0.5714654840831096,-1.1570086352572977,0.3148979689217581,-0.5548147237428585,59
51195,Wise County,-1.5279879589421825,0.5407395628121415,-0.6527373416237457,-0.58512067199856,60
51700,Newport News city,-0.25476919527606595,-0.9755471218701326,-0.6527373416237457,-0.6065335061709092,61
51185,Tazewell County,-0.701993060517301,-0.6751021757605203,-0.6527373416237457,-0.680267321129039,62
51093,Isle of Wight County,-1.6719882587474915,0.09126879311975258,-0.6527373416237457,-0.8000355613130197,63
51173,Smyth County,-1.3428009485266243,-1.3958718256964753,-0.6527373416237457,-1.1888598538103523,64
